#languages that colexify these two concepts,concept1,concept2
5,EDGE,BESIDE
5,EAT,YOUR (PLURAL)
5,EAT,SMOKE (INHALE)
5,EAT,HE OR SHE OR IT
5,EAT,DIG
5,EAST,MORNING
5,EARTH (SOIL),TELL
5,EARTH (SOIL),SHORT
5,EARTH (SOIL),PLAIN
5,EARTH (SOIL),DOWN OR BELOW
5,EARLY,BLACK
5,DUST,FLOUR
5,DUST,FIELD
5,DUST,CLAY
5,DOOR,PATH
5,DOG,WOLF-LIKE ANIMAL
5,DOG,SAGO PALM
5,DOG,CAT
5,DO OR MAKE,WORK (ACTIVITY)
5,DO,COOK (SOMETHING)
5,DO,CAUSE TO (LET)
5,DIVIDE,SNAPP (OF STICK)
5,DIVIDE,CUT
5,DIGGING STICK,DIBBLE STICK
5,DIG,KILL
5,DIFFICULT,BLACK
5,DIE,SUGAR CANE
5,DIE,SHARPEN (SOMETHING)
5,DIE,SEVEN
5,DIE,BURN
5,DEW,SNOW
5,DESTROY,FINISH
5,DEEP,UNRIPE
5,DEEP,GIVE BIRTH
5,DEEP,BOTTOM
5,DECEIT,WRONG
5,DEAF,BONE
5,DAUGHTER,NEPHEW
5,DAUGHTER,FEMALE PERSON
5,DARKNESS,KNIFE (FOR EATING)
5,DARK,PRESS
5,DARK,HEAVY
5,DANDRUFF,BARK
5,DANCE,RESEMBLE
5,CUT,SAW
5,CUT,BREAK (OF ROPE)
5,CUT,BREAK (DESTROY OR GET DESTROYED)
5,CUT,BREAK (CLEAVE)
5,CULTIVATE,WORK (LABOUR)
5,CULTIVATE,DO OR MAKE
5,CULTIVATE,BUILD
5,CRY,VOMIT
5,CRY,SHRIEK
5,CRY,MATERNAL GRANDFATHER
5,CROWD,ARMY
5,COUSIN,MOTHER'S SISTER
5,COTTON,FLAX OR LINEN
5,COST,CUT (WITH SCISSORS)
5,CORPSE,GHOST
5,CORPSE,FLESH
5,CORNER,END (OF SPACE)
5,COPPER,MEAD
5,COOKED,PLANT (SOMETHING)
5,COME,YES
5,COME,TONGUE
5,COME,SHOOT
5,COME,SAY
5,COME,HAND
5,COME,FAECES (EXCREMENT)
5,COME,DOG
5,COME,BECOME
5,COMB,COMB (VERB)
5,COLUMN,THERE IS OR THERE ARE
5,COLD,WINTER
5,COCONUT,MANGO
5,COAST,FRINGE
5,CLUB,STICK
5,CLOUD,WHITE
5,CLOTHES,SKIRT
5,CLOTH,SHIRT
5,CLOAK,BLANKET
5,CLEAN,INNOCENT
5,CLAY,SWAMP
5,CLAW,SCRATCH
5,CLAW,LEG
5,CLAW,FORK
5,CIRCLE,SWELLING
5,CHOKE,WRING
5,CHISEL,KNIFE (FOR EATING)
5,CHISEL,KNIFE
5,CHIME (ACTION),STRIKE (SOMEONE)
5,CHILI PEPPER,YOU
5,CHILD (DESCENDANT),YOUNG MAN
5,CHIEFTAIN,POWERFUL
5,CHEST,LUNG
5,CHEST,LIVER
5,CHARCOAL,SOOT
5,CEASE,LET GO OR SET FREE
5,CEASE,END (OF SPACE)
5,CEASE,DIVORCE
5,CEASE,DIE
5,CEASE,BURY
5,CAVE,GRAVE
5,CATTLE,CALF
5,CARRY ON SHOULDER,CARRY (WITH POLE ON SHOULDER)
5,CARRY,BE BORN
5,CAR,CART
5,CAR,BUS
5,CANOE,WATER LEECH
5,CANOE,TROUGH
5,CANOE,HOUSE
5,CALL BY NAME,INVITE
5,CABBAGE,MANGO
5,BUY,WANT
5,BUY,MARKET
5,BUTTOCKS,GUTS
5,BURY,FASTEN
5,BURY,DO
5,BURY,CUT
5,BUNCH,BROOM
5,BULL,MALE
5,BUILD,BRAID (VERB) OR WEAVE (BASKET)
5,BUDDHA,WRITE
5,BUCKWHEAT,BRIDGE
5,BROTHER-IN-LAW,CROSS-COUSIN
5,BROTHER,YOUNGER SISTER (OF WOMAN)
5,BROOM,RAKE
5,BROOM,BRUSH
5,BRING,LOOK FOR
5,BRING,BUY
5,BRIGHT,LIGHTNING
5,BRIGHT,DOOR
5,BREATH,BREATHE
5,BREAST,ROPE
5,BREAK (DESTROY OR GET DESTROYED),SOW SEEDS
5,BREAK (DESTROY OR GET DESTROYED),FOLD
5,BREAK (DESTROY OR GET DESTROYED),BLOOM
5,BRANCH OR TWIG,HAND
5,BRACELET,RING
5,BOW,SUMMER
5,BOW,CROSSBOW
5,BOUNDARY,SHORE
5,BOTTOM,DOWN
5,BORROW,FAECES (EXCREMENT)
5,BORROW,CATCH
5,BOOK,BE DEFEATED
5,BONE,STICK
5,BONE,SPINE
5,BONE,COMB
5,BOIL (OF SKIN),BOIL (OF LIQUID)
5,BOARD,BEAM
5,BLOW (OF WIND),COME
5,BLOW (OF WIND),BREATH OR BREATHE
5,BLOOD,SHARPEN (SOMETHING)
5,BLOOD,FLESH OR MEAT
5,BLANKET,PONCHO
5,BLAME (SOMEBODY),STRANGE
5,BLACK,GREY
5,BITTER,TARO
5,BITTER,SNAKE
5,BITE,TOOTH
5,BITE,SLEEP
5,BITE,DIG
5,BITE,BARK
5,BITE,ABUSE
5,BILL,PRICE
5,BIG,THUMB
5,BIG,MIGHTY OR POWERFUL OR STRONG
5,BELLY,PEN
5,BELIEVE,UNDERSTAND
5,BEGIN OR START,HEAD
5,BECOME SICK,ACHE
5,BECOME,OWN
5,BECAUSE,HOW
5,BEAUTIFUL,SWEET
5,BEAUTIFUL,HEALTHY
5,BEARD,HAIR (BODY)
5,BE LATE,LAST (ENDURE)
5,BE LATE,FOR A LONG TIME
5,BE DEAD OR DIE,STAB TO DEATH
5,BE BORN,OWN
5,BAY,PORT
5,BATTLE,ARMY
5,BARKING,BLOW (WITH MOUTH)
5,BAMBOO,COMB
5,BAIT,WORM
5,BAD,MISTAKE
5,BAD,DAMAGE (INJURY)
5,AXLE,WALKING STICK
5,AXE,DIG
5,AUNT,SIBLING
5,ATTACK,STRIKE OR BEAT
5,ASK (REQUEST),BALL
5,ASK (INQUIRE),SICK
5,ASK (INQUIRE),ANSWER
5,ASH,OVEN
5,ASH,MOSQUITO
5,ASH,COOKHOUSE
5,ASH,CHARCOAL
5,ARROW,BLOW (WITH MOUTH)
5,ARRIVE,LAND (DESCEND)
5,ARRIVE,BECOME
5,ARRIVE,BE BORN
5,ARMOUR,SHIELD
5,ARM,SEA
5,AREA,FRINGE
5,AND,OR
5,ANCESTORS,DESCENDANTS
5,AMBUSH,TRAP (PITFALL)
5,ALCOHOL (FERMENTED DRINK),COOK (SOMETHING)
5,AGE,SUMMER
5,ADMIT,ALLOW OR PERMIT
4,YOUR (SINGULAR),OUR
4,YOUNG,LIGHT (COLOR)
4,YOU,OUR
4,YOLK,EGG
4,YOKE,GARDEN-HOUSE
4,YESTERDAY,WOOD
4,YESTERDAY,DAY BEFORE YESTERDAY
4,YEAR,FARM
4,YARD,OUTSIDE
4,YAM,THERE
4,YAM,POTATO
4,YAM,LIME (FRUIT)
4,WRITE,COLORFUL
4,WOUND,DAMAGE (INJURY)
4,WORK (LABOUR),SHARPEN (SOMETHING)
4,WORD,MESSAGE
4,WORD,BEHIND
4,WOOD,TOOL
4,WOOD,RAFTER
4,WOMAN,OLD WOMAN
4,WOMAN,HE OR SHE OR IT
4,WOLF,FOX
4,WINTER,SUMMER
4,WING,SLEEVE
4,WING,HAND
4,WING,FLY (MOVE THROUGH AIR)
4,WIND,WEATHER
4,WIND,FIRE
4,WIND,DRINK
4,WIND,CHILD
4,WIFE,FRIEND
4,WIFE,FAMILY
4,WIDE,BOARD
4,WHY,COURT
4,WHO,KILL
4,WHO,IN
4,WHO,BREAST
4,WHO,BAMBOO
4,WHO,AT
4,WHERE,WHO
4,WHERE,UNTIL
4,WHERE,TOOTH
4,WHERE,THERE
4,WHERE,POCKET
4,WHERE,EAT
4,WHEEL,CART
4,WHEAT,THREE
4,WHEAT,BRIDGE
4,WHAT,PENIS
4,WHAT,NOT
4,WHAT,NAME
4,WHAT,I
4,WHAT,EAT
4,WET,SOUP
4,WET,DIRTY
4,WEST,EVENING
4,WEIGH,TRY
4,WEDNESDAY,THURSDAY
4,WEAVE,ROAST (SOMETHING)
4,WEAVE,COURT
4,WEATHER,STORM
4,WEATHER,HEAVEN
4,WE TWO (EXCLUSIVE),WE TWO (INCLUSIVE)
4,WE TWO (EXCLUSIVE),WE (EXCLUSIVE)
4,WE,MOTHER
4,WE,LOUSE
4,WATERFALL,SPRING OR WELL
4,WATER,YEAR
4,WATER,SORE
4,WATER,JUICE
4,WATER,HOUSE
4,WATER,HE OR SHE OR IT
4,WATER,GROUND
4,WATER,EYE
4,WATER,EGG
4,WASH (ONESELF),RINSE
4,WASH,RAINING OR RAIN
4,WASH,DRAW MILK
4,WASH,DOG
4,WANT,TRY
4,WANT,THINK (BELIEVE)
4,WANT,SAY
4,WANT,IDEA
4,WALK,ROAST (SOMETHING)
4,WALK,MOVE (ONESELF)
4,WALK,MEAT
4,WALK,MALE
4,WALK,LOOK FOR
4,WALK,BITE
4,WALK,ARRIVE
4,WAKE UP,PATH
4,WAIST,MIDDLE
4,VULTURE,CROW
4,VOMIT,DIG
4,VERY,MUCH
4,VALLEY,RIVER
4,UP,HEAVEN
4,UNTIL,WHOLE
4,UNTIL,BACK (DIRECTION)
4,UNTIE,LIBERATE
4,UNTIE,CHANGE (SOMETHING)
4,UNDERSTAND,THINK (REFLECT)
4,UNDERSTAND,STUDY
4,UNDERSTAND,SHARPEN (SOMETHING)
4,UNDERSTAND,REMEMBER
4,UNDERSTAND,CLEAR
4,UNCLE (HUSBAND OF FATHER'S SISTER),MATERNAL UNCLE (MOTHER'S BROTHER)
4,UNCLE,FATHER'S SISTER
4,UGLY,EVIL
4,TWO,SEVEN
4,TWO,BE HUNGRY
4,TWICE,TWO
4,TURN (SOMETHING),MIX
4,TURN,RETURN HOME
4,TRUE,UNTIL
4,TRUE,NEEDLE (FOR SEWING)
4,TREE STUMP,POST
4,TREE,TREE STUMP
4,TREE,TREE (CLASSIFIER)
4,TREE,MANGO
4,TREE,EYE
4,TREE,BONE
4,TREAD,MANAGE
4,TOWN,TREE
4,TOUCH,STRIKE OR BEAT
4,TOP,RIDGEPOLE
4,TOP,HEAVEN
4,TOP,CAPE
4,TOOTH,MAN
4,TOOTH,FATHER
4,TOMORROW,DAY (NOT NIGHT)
4,TODAY,PIG
4,TIME,MEAL
4,TIME,DAY (24 HOURS)
4,TIME,CLOCK
4,TIGER,SIGN
4,TIE UP (TETHER),KNIT
4,THROW,THIGH
4,THROW,TAKE
4,THROW,STAB
4,THROW,SEE
4,THROW,PULL
4,THROW,DRESS UP
4,THROW,CUT DOWN
4,THROW,BONE
4,THRESHING-FLOOR,HONEY
4,THREAD,TENDON
4,THOU,YOUR (PLURAL)
4,THIS,HE OR SHE
4,THIS,CHILD
4,THIS,AT
4,THINK (REFLECT),THOUGHT
4,THING,WHICH
4,THIN (OF SHAPE OF OBJECT),PEEL
4,THIGH,FOOT OR LEG
4,THIGH,FOOT
4,THIGH,BONE
4,THIEF,PESTLE
4,THICK,POWERFUL
4,THICK,FULL
4,THICK,BORE
4,THEY,SHE
4,THEY,AT
4,THEE (OBLIQUE CASE OF YOU),YOU (OBLIQUE CASE OF YOU)
4,THAT,AT
4,TELL,SERMON
4,TELL,COMMAND
4,TELL,CHAT (WITH SOMEBODY)
4,TELL,ANSWER
4,TEACH,LEAD (GUIDE)
4,TEA,HIDE
4,TEA,BED
4,TASTE (SOMETHING),HIDE (ONESELF)
4,TARO,THUMB
4,TARO,RAVINE
4,TALL,UP OR ABOVE
4,TALL,FOR A LONG TIME
4,TAKE,YOUR (SINGULAR)
4,TAKE,YOUR (PLURAL)
4,TAKE,WANT
4,TAKE,SMOKE (EXHAUST)
4,TAKE,NOT
4,TAKE,MARRY (AS MAN)
4,TAKE,LIME (FRUIT)
4,TAKE,LEAD (GUIDE)
4,TAKE,HUNT
4,TAKE,BREAK (DESTROY OR GET DESTROYED)
4,TABLE,PLATE
4,SWIM,WASH (ONESELF)
4,SWIM,FLY (MOVE THROUGH AIR)
4,SWELLING,BALL
4,SWEET,TEN
4,SWEET,MUNTJACS
4,SWEEP,TUMBLE (FALL DOWN)
4,SWEEP,PILE UP
4,SWEEP,DIE
4,SWAY,SWING (SOMETHING)
4,SWAY,BUDGE (ONESELF)
4,SWALLOW,EAT
4,SUSPECT,THINK (REFLECT)
4,SURPASS,TRAVERSE
4,SUN,WEATHER
4,SUN,SUGAR
4,SUN,STONE
4,SUN,SAILCLOTH
4,SUN,PIG
4,SUN,MAN
4,SUN,GROUND
4,SUN,EYE
4,SUN,BRANCH
4,SUGAR CANE,CASSOWARY
4,SUGAR,SUGAR CANE
4,SUCK,WIND
4,SUCK,SMELL (PERCEIVE)
4,SUCK,SIEVE OR STRAIN
4,SUCK,SHARPEN (SOMETHING)
4,STUDY,THINK (BELIEVE)
4,STRING,LOBSTER
4,STRIKE OR BEAT,HAMMER
4,STRIKE OR BEAT,DRINK
4,STRENGTH,WIN
4,STRENGTH,CHEW
4,STRAW SANDAL,SMALL BOWL
4,STRANGER,HOST
4,STORY,CONVERSATION
4,STONE OR ROCK,REEF
4,STONE,FREEZE
4,STONE,DAY (24 HOURS)
4,STOMACH,DRESS
4,STINKING,WAKE UP
4,STINKING,SPOIL (BECOME SPOILED)
4,STINKING,FRAGRANT
4,STINKING,AXE (CLASSIFIER)
4,STICK (CLASSIFIER),ANIMAL (CLASSIFIER)
4,STICK,TWENTY
4,STEPFATHER,STEPMOTHER
4,STEPDAUGHTER,DAUGHTER-IN-LAW (OF WOMAN)
4,STEAL,SPLIT
4,STEAL,DRY UP
4,STEAL,ARRANGE
4,STAR,FISH
4,STAR,DRINK
4,STAND,TREE
4,STAND,THEY
4,STAND,SHARPEN (SOMETHING)
4,STAND,MOUTH
4,STAND,EIGHT
4,STAND,COCONUT TREE
4,STAND,BIRD
4,SPREAD OUT,WIPE
4,SPREAD OUT,SOW SEEDS
4,SPOON,FORK
4,SPLEEN,WOLF
4,SPIT,WASH
4,SPIT,BE DEFEATED
4,SPIRIT,MEMORY
4,SPIN,PATH
4,SPIN,FLAX OR LINEN
4,SPICY,FAN (OBJECT)
4,SPEAK,OVEN
4,SPEAK,ITCH
4,SPEAK,HOUSE
4,SPEAK,ASK (REQUEST)
4,SOUTH,RIGHT
4,SOUTH,LEFT
4,SOUTH,BELOW OR UNDER
4,SOUR,TEN
4,SOUR,CLOUD
4,SOUP,HAIR
4,SOUL,HUNDRED
4,SORCERER,MAGIC
4,SON-IN-LAW (OF MAN),MOTHER-IN-LAW (OF WOMAN)
4,SON,SUN
4,SON,STEPSON
4,SOME,FEW PIECES
4,SOFT,SWEET
4,SOAK (VERB),PANCREAS
4,SNOW,FOG
4,SNAKE,G-STRING
4,SMOKE (EXHAUST),SMOKE (EMIT SMOKE)
4,SMALL BOWL,CUT (WITH SCISSORS)
4,SMALL BOWL,COST
4,SMALL,SON
4,SMALL,SLOW
4,SMALL,RED
4,SLOW,SWEET
4,SLOW,SOFT
4,SLOW,FOR A LONG TIME
4,SLEEP,US (OBLIQUE CASE OF WE)
4,SLAVE,BOARD
4,SKY,UP OR ABOVE
4,SKIN,MUSHROOM
4,SKIN,HAIR
4,SKIN,FINGERNAIL
4,SIZE (OF OBJECT),AMOUNT
4,SIT,LIE DOWN
4,SIT,KILL
4,SIT,HEAR
4,SIT,COOK (SOMETHING)
4,SIT,CHAIR
4,SINK (DESCEND),SWALLOW
4,SINK (DESCEND),BURY
4,SING,SWELL
4,SING,SALIVA
4,SIMILAR,MANNER
4,SIEVE,STRAIN
4,SIDE,BOUNDARY
4,SIBLING,YOUNGER SIBLING
4,SIBLING,OLDER SIBLING
4,SHUT,FART
4,SHOUT,THREATEN
4,SHOUT,GROAN
4,SHOULDER,TREE STUMP
4,SHOULDER,TEN
4,SHORT,YESTERDAY
4,SHORT,WAKE UP
4,SHORT,SHALLOW
4,SHOOT,LET GO OR SET FREE
4,SHOOT,HIT
4,SHOOT,FIELD
4,SHOOT,CUT DOWN
4,SHIVER,SQUEEZE
4,SHIT (DEFECATE),PULL
4,SHINE,TONGUE
4,SHINE,SEEM
4,SHELL,SPOON
4,SHEEP,HEART
4,SHEEP,DEER
4,SHEEP,CAPRINE (GOAT OR SHEEP)
4,SHEARS,CUT (WITH SCISSORS)
4,SHARP,WOUND
4,SHARP,ROUGH
4,SHARP,EAT
4,SHARE,SPLIT
4,SHARE,PART
4,SHALLOW,CLOUD
4,SHAKE,FAN ACTION
4,SEVEN,KILL
4,SET (HEAVENLY BODIES),TRAVERSE
4,SEPARATE,CUT
4,SEND,RULE
4,SEND,PUT
4,SEND,PUSH
4,SELL,FAT (ORGANIC SUBSTANCE)
4,SEIZE,OWN
4,SEIZE,GATHER
4,SEIZE,DO
4,SEIZE,COVER
4,SEIZE,BUILD
4,SEED,SPERM
4,SEED,RUB
4,SEED,RIGHT HAND
4,SEED,NECK
4,SEED,HEART
4,SEED,BURN
4,SEED,BAMBOO
4,SEE,WATER
4,SEE,THINK (REFLECT)
4,SEE,SMALL BOWL
4,SEE,KILL
4,SEE,ITCH
4,SEE,FEEL
4,SEE,EYE
4,SEE,CHECK
4,SEE,BITE
4,SEA,POND OR LAKE
4,SEA,MANGO
4,SCATTER (SEEDS),WRING
4,SAY,SPREAD OUT
4,SAY,KILL
4,SAY,FLY (INSECT)
4,SAY,FAT (ORGANIC SUBSTANCE)
4,SAY,BUILD
4,SAUSAGE,SUN
4,SAP,MILK
4,SAND,LAND
4,SAME-SEX OLDER SIBLING,SAME-SEX YOUNGER SIBLING
4,SALT,ONE
4,SAIL,FLY (MOVE THROUGH AIR)
4,RUN,STREAM (FLOW CONTINUOUSLY)
4,RUN,FLY (MOVE THROUGH AIR)
4,RULE,PRESERVE
4,RUB,CUT
4,RUB,BREAST OR MILK
4,RUB,ARM
4,ROW,SILENCE
4,ROTTEN,FASTEN
4,ROTTEN,DIE
4,ROTTEN,COCONUT
4,ROOT,HAIR (BODY)
4,ROOT,FOOT OR LEG
4,ROOT,BEARD
4,ROOM,WALL (OF HOUSE)
4,ROOM,FOOTPRINT
4,ROOF,RIDGEPOLE
4,ROOF,HANDLE
4,ROLL,ROUND
4,ROB (VERB),STEAL
4,ROAD,WIND
4,ROAD,SICKLE
4,ROAD,GARLIC
4,RIVER,SORE
4,RIVER,FLOWING BODY OF WATER
4,RISE (MOVE UPWARDS),JUMP
4,RISE (MOVE UPWARDS),EAST
4,RISE (MOVE UPWARDS),BE BORN
4,RIPE,OLD MAN
4,RING (MAKE SOUND),TINKLE
4,RIGHT,STRONG
4,RIDE,BEAR FRUIT
4,RICH,THERE IS OR THERE ARE
4,RIB,CHEST
4,REPAIR,CHANGE (SOMETHING)
4,REMAIN,WAIT (FOR)
4,REMAIN,SHOOT
4,REMAIN,LAST (ENDURE)
4,REMAIN,COME BACK
4,RELIGION,WORSHIP
4,REGRET,CRY
4,RED,WHITE
4,RAW,NECK
4,RAW,FLOUR
4,RAW,FACE
4,RAT,PIRANHA
4,RAPE,PRESS
4,RAINING OR RAIN,BEAT
4,RAINING OR RAIN,AUTUMN
4,RAIN (PRECIPITATION),RIVER
4,RAIN (PRECIPITATION),GROUND
4,QUARREL,SKY
4,PUT ON,SIX
4,PUT ON,SET (HEAVENLY BODIES)
4,PUT ON,HIDE (CONCEAL)
4,PUT ON,CLOTH
4,PUT,WEAR
4,PUT,LET GO OR SET FREE
4,PUSH,TOMORROW
4,PUSH,STING
4,PUSH,SHOOT
4,PUSH,KNOCK
4,PUSH,DRAG
4,PUS,CROW (VERB)
4,PULL UP (RICE SEEDLINGS),DRAG
4,PULL,UNDRESS
4,PULL,SMOKE (INHALE)
4,PULL,SHARPEN (SOMETHING)
4,PULL,OTHER
4,PULL,DO
4,PROSTITUTE,ADULTERY
4,PROMISE,GROUND
4,PRICE,PUNISHMENT
4,PRESS,OPPRESS
4,PREGNANT,WEIGHT
4,PRECIPICE,VALLEY
4,POUR,STEAL
4,POUR,SPREAD OUT
4,POUR,COOK (SOMETHING)
4,POUND,KNOCK
4,POST,RAFTER
4,POOR,THIEF
4,PLOUGH,BIRD
4,PLANT (VEGETATION),INSERT
4,PLANT (VEGETATION),HARVEST
4,PLANT (VEGETATION),FLOWER
4,PLANT (SOMETHING),THREE
4,PLAIN,LAND
4,PLAIN,GARDEN
4,PLACE (POSITION),ROOM
4,PLACE (POSITION),PUT
4,PLACE (POSITION),BED
4,PISS,POUR
4,PINCH,RUB
4,PILE UP,WRAP
4,PILE UP,CARRY ON HEAD
4,PILE UP,ARRANGE
4,PIG,PORK
4,PICK UP,SEE
4,PICK UP,PULL
4,PICK UP,BUILD
4,PICK,TEAR (SHRED)
4,PERSON,THEY
4,PERSON,MOSQUITO
4,PERSON,MALE (OF PERSON)
4,PERSON,MALE
4,PEOPLE,WORLD
4,PEOPLE,RELATIVES
4,PENIS,VULVA
4,PEN,DUCK
4,PAY,TRADE OR BARTER
4,PAY,PRICE
4,PAY,BETRAY
4,PATH OR ROAD,FOOT OR LEG
4,PATERNAL GRANDFATHER,PATERNAL GRANDMOTHER
4,PART,PEACE
4,PART,END (OF SPACE)
4,PART,CLOTH
4,PAINFUL,PIMPLE
4,PAIN,PAINFUL
4,PAIN,ACHE
4,OWN,HAPPEN
4,OPEN,LOOK
4,ONION,GARLIC
4,ONE,THAT
4,ONE,OTHER
4,ONE,ANIMAL (CLASSIFIER)
4,OLDER SISTER,BROTHER-IN-LAW
4,OLDER SIBLING,RACK (FOR STORING FOOD)
4,OLDER BROTHER,SIBLING
4,OLD PERSON,OLD (OF MAN)
4,OLD PERSON,BROTHER
4,OLD MAN,OLD (AGED)
4,OLD,TORTOISE
4,OF THIS KIND (SUCH),THEN
4,OBSCURE,SECRET
4,OBEY,SURRENDER
4,OBEY,SICK
4,NUT,BEAN
4,NOW,INSTANTLY (IMMEDIATELY)
4,NOTICE (SOMETHING),RECOGNIZE (SOMEBODY)
4,NOSE,SUGAR CANE
4,NOSE,RAINING OR RAIN
4,NORTH,HUNDRED
4,NIPPLE,MILK
4,NINE,THREATEN
4,NIECE,YOUNGER SISTER
4,NIECE,DAUGHTER-IN-LAW (OF WOMAN)
4,NIECE,CHILD (DESCENDANT)
4,NEW,THIRSTY
4,NEW,NEWS
4,NEW,BLOOD
4,NEW,AGAIN
4,NEVER,NO
4,NEPHEW,CHILD (YOUNG HUMAN)
4,NEEDLE (FOR SEWING),FISHHOOK
4,NEED (NOUN),LOOK FOR
4,NECK,ICE
4,NEAR,TWO
4,NEAR,SOON
4,NEAR,PAIR (CLASSIFIER)
4,NEAR,LONG
4,NARROW,FOLD
4,NAME,YAM
4,NAME,SISTER
4,NAME,RIPE
4,NAIL (TOOL),PIN
4,MY,US (OBLIQUE CASE OF WE)
4,MY,THIS
4,MY,PATH
4,MUST,NECESSARY
4,MOW,WRITE
4,MOW,TEAR (SHRED)
4,MOVE,DRIVE
4,MOVE,COME
4,MOUTH,SMOKE (EXHAUST)
4,MOUTH,RIGHT HAND
4,MOUTH,POINT (WITH FINGER)
4,MOUTH,PENIS
4,MOUTH,HUNDRED
4,MOUSE,PIRANHA
4,MOUNTAIN,MY
4,MOUNTAIN,HAND
4,MOUNTAIN,EYE
4,MOTHER'S SISTER,SISTER
4,MOTHER'S BROTHER,BROTHER
4,MOTHER,ONE
4,MOTHER,EAT
4,MOON,SALT
4,MONTH,SALT
4,MONEY,LIVESTOCK
4,MIND,HEAD
4,MEDICINE,WASH
4,MEDICINE,SHAMAN (FOLK HEALER)
4,MEAT,WILD ANIMAL
4,MEAT,SMOKE (EXHAUST)
4,MEASURE,PAINTING
4,MEAL,RIGHT
4,MEAL,FLOUR
4,MEAL,BREAKFAST
4,ME,THEE (OBLIQUE CASE OF YOU)
4,MATERNAL UNCLE (MOTHER'S BROTHER),MATERNAL UNCLE (HUSBAND OF ONE'S MATERNAL AUNT)
4,MAT,BLANKET
4,MASON,POTTER
4,MARRY (AS MAN),BOIL (OF LIQUID)
4,MARRY,MARRIED MAN
4,MARRIAGE OR WEDDING,IRON
4,MANY,HOW MANY PIECES
4,MANY,FOUR
4,MANNER,PATH
4,MAN,FREEMAN
4,MALE (OF PERSON),PENIS
4,MALE (OF PERSON),FATHER
4,MALE (OF PERSON),BOY
4,LOW,FEW
4,LOVE,WILD RICE
4,LOVE,PEAR
4,LOVE,NEED (NOUN)
4,LOUSE,SKIN
4,LOUSE,HEART
4,LOUD,BRIGHT
4,LOOK,UNDERSTAND
4,LOOK,TRY
4,LOOK,RED
4,LOOK,HERD (SOMETHING)
4,LOOK,EYE
4,LONG,WIDE
4,LONG,LENGTH
4,LONG,HIGH OR TALL
4,LONG,HIDE (ONESELF)
4,LONG,GOLD
4,LIVESTOCK,SHEEP
4,LIVESTOCK,FOWL
4,LIVER,EAGLE
4,LIP,SHORE
4,LIP,ROPE
4,LINE,DITCH
4,LIMP,DRIP (FALL IN GLOBULES)
4,LIKE,DESIRE
4,LIGHTNING,LIGHT (COLOR)
4,LIGHT (RADIATION),RED
4,LIGHT (RADIATION),LIGHTNING
4,LIGHT (RADIATION),LIGHT (IGNITE)
4,LIGHT (RADIATION),EASY
4,LIGHT (IGNITE),LIGHT (COLOR)
4,LIE DOWN,STRETCH
4,LETTER,POSTCARD
4,LETTER,MAIL
4,LETTER,CHARACTER
4,LEOPARD,PLANE (TOOL)
4,LEG,TOE
4,LEG,LIVER
4,LEG,CROW
4,LEAVE,WEAVE
4,LEAVE,SURPASS
4,LEAVE,SEIZE
4,LEAVE,LET GO OR SET FREE
4,LEAVE,COME BACK
4,LEAF,THATCH
4,LEAF,HUNDRED
4,LEAF,HAIR (HEAD)
4,LEAF,GREEN
4,LEAD (GUIDE),CARRY UNDER ARM
4,LAW,RIGHT
4,LAUGH,TOOTH
4,LAUGH,THINK
4,LAUGH,BRIDGE
4,LATCH,PADLOCK
4,LAST (ENDURE),BE ALIVE OR LIFE
4,LANGUAGE,OINTMENT
4,LANGUAGE,MESSAGE
4,LAND (DESCEND),LAND
4,LAKE,SEA OR OCEAN
4,LAKE,JUG
4,LAGOON,SWAMP
4,KNOW (SOMETHING),WASH
4,KNOW (SOMETHING),TEACH
4,KNOCK,CRUSH
4,KNIFE (CLASSIFIER),STICK (CLASSIFIER)
4,KNIFE,SCYTHE
4,KNIFE,RAT
4,KNEEL,KNEE
4,KNEEL,BRIDGE
4,KNEAD,PRESS
4,KISS,SMOKE (INHALE)
4,KILL,WIPE
4,KILL,CUT DOWN
4,KIDNEY,WAIST
4,KIDNEY,TESTICLES
4,KID,SUMMER
4,KID,LAMB
4,KICK,SHOOT
4,KEY,LATCH
4,KEEP,RESCUE
4,KEEP,HIDE (ONESELF)
4,KEEP,HERD (SOMETHING)
4,JUMP,SEND
4,JUMP,SCRAPE
4,JUMP,FLEE
4,JOY,HAPPINESS
4,JOIN,NEAR
4,JOIN,FOLD
4,JAW,LIP
4,JAW,FACE
4,ITEM,WARE
4,IRON,TOOL
4,INTESTINES,BED
4,INSIDE,HEART
4,INSECT,LARVA
4,IMMEDIATELY,TOGETHER
4,IF,OR
4,IDOL,PICTURE (PAINTING)
4,ICE,FREEZE
4,I,WE (EXCLUSIVE)
4,I,PIG
4,I,OUR
4,I,LOUSE
4,I,HOUSE
4,I,HAIR (HEAD)
4,I,EYE
4,I,DRINK
4,HUT,INSIDE
4,HUSBAND,OLD MAN
4,HUNGER,THIRST
4,HUNDRED,RAIN (RAINING)
4,HUNDRED,OIL (ORGANIC SUBSTANCE)
4,HOUSE,FOOTPRINT
4,HOUR,SUN
4,HOT,HAVE A FEVER
4,HOST,CHIEFTAIN
4,HORSE,OLD (AGED)
4,HORN (ANATOMY),SUCK
4,HORN (ANATOMY),MOUNTAIN
4,HORN (ANATOMY),HE OR SHE OR IT
